date,region,crop_type,soil_type,soil_ph,soil_moisture,temperature,rainfall,sunlight_hours,fertilizer_used,pesticides_used,previous_crop,yield
2020-02-04,West,Rice,Sandy,5.485123590724901,25.984447566827093,28.736167988886294,201.31762461019525,9.495303975814497,89.0464734483648,29.47934059677667,Rice,2.2010567803229018
2020-02-05,North,Rice,Clay,7.4321906394201624,31.437092673134025,19.526308219121383,126.8924689918245,8.904702799216356,160.98822149308359,39.41912142882197,Rice,4.375970873679552
2020-02-06,South,Wheat,Loamy,7.5146070932414775,34.0016652430077,24.07561879697308,278.21854753742144,7.672094212185446,153.6680860668303,30.31519051831261,Rice,4.732478296435243
2020-02-07,North,Rice,Loamy,7.066610356568036,39.249405781001066,34.1782207898057,188.10546271567398,7.142786873932671,178.74475568271998,22.78792775535612,Corn,3.9083697783473013
2020-02-08,East,Corn,Sandy,7.616766781467683,11.393549880297073,30.96138194137287,134.57989631806117,9.99164319398327,150.45247008015795,48.16110627337313,Rice,3.4057630277688857
2020-02-09,West,Rice,Sandy,6.387021699980572,34.31350365994525,27.02240248106287,265.4333984415256,14.612970827905023,163.6813575777125,44.387170936824724,Wheat,7.695501643785975
2020-02-10,West,Wheat,Loamy,6.574759341416768,20.220436307334005,21.569721047717522,64.00990503445456,8.273463814246949,88.78543523495159,31.079919744340696,Rice,5.12166613979349
2020-02-11,East,Wheat,Loamy,5.254922564456479,14.272589438043134,30.70897035252561,184.35236041030052,7.465508868400422,84.11827253463761,45.81937760386924,Rice,1.371925479672607
2020-02-12,South,Corn,Sandy,7.543829555426964,18.563106560197987,23.798299813437925,123.09654586332442,11.65874122044151,125.90872216241877,14.652571884427212,Corn,1.9075451838079522
2020-02-13,North,Wheat,Loamy,7.303412521357865,29.218806713256186,28.667898526171005,242.08533156941346,5.934072268788726,50.43134362952853,10.529155744080118,Wheat,3.5333905751665173
2020-02-14,South,Rice,Loamy,5.048225308719772,10.5605882562135,34.086226186792004,86.91964279344026,7.148219177049136,115.84977099136348,21.313055870552393,Wheat,3.0765694533677235
2020-02-15,East,Wheat,Sandy,7.207952120463535,29.477700461367903,16.953383517355228,135.62327857478095,12.429920008056218,112.24673610022845,22.133232436952785,Corn,1.2728290220753347
2020-02-16,North,Corn,Clay,7.667305986364877,13.818201918809969,17.84032087261096,52.98650617874657,5.808932449321946,71.74698591597395,32.9485304142855,None,8.506851638986728
2020-02-17,South,Wheat,Loamy,7.723968001587963,11.42263086563952,34.85961541740129,126.1285385590911,5.571434346582171,64.1674255067503,39.54821786611142,None,7.58175743746617
2020-02-18,West,Corn,Clay,7.721479785963025,36.88517077640909,32.940267478395945,206.0410920691283,9.648266298490903,149.6618038747699,48.23184650520167,None,5.577804442964846
2020-02-19,West,Rice,Loamy,7.566199356701956,26.803346729930965,15.893804499793553,137.4495110556361,11.470482902627737,87.40789343281776,15.415261966345142,Corn,2.1958329756810198
2020-02-20,East,Wheat,Clay,5.635815530339192,27.33618283785549,27.101610633513197,144.90370592668944,13.497804157734418,87.06945961038247,25.951519808424173,Corn,4.851834547027826
2020-02-21,West,Corn,Loamy,7.327369937256749,22.90786676041703,33.66034390711389,113.44765470080588,10.834977419919973,143.58322443441017,48.31153538666935,Wheat,9.962310417765783
2020-02-22,South,Wheat,Sandy,6.395372451542316,15.152261671618826,33.21014728722369,57.907288381335476,13.161461569871204,90.27413420549223,16.2626233442472,Corn,5.989444505289594
2020-02-23,North,Rice,Clay,6.731021397267946,10.93149159468934,23.186265533806452,130.83057963747456,13.771800263867828,162.31860256998823,33.2861993727135,Rice,4.206743982249882
2020-02-24,South,Corn,Sandy,7.523796131932557,24.689846670600936,18.414566213284882,63.02376071288222,6.985635143337232,65.68817369472755,35.69791355473039,None,8.755868399492387
2020-02-25,South,Wheat,Loamy,7.252316480481719,13.245206236528556,25.988063724631978,231.36599899231348,13.47796199868148,183.20058573453224,43.42859125701886,Rice,1.4697748170368086
2020-02-26,East,Corn,Loamy,5.045539991838784,13.527189644970901,23.22790189326147,151.64729101456578,14.87352007665451,179.01755170128357,13.254138413037628,None,4.3513416502319995
2020-02-27,West,Rice,Sandy,6.378583350388416,17.779194871501296,30.480115993130187,216.60252103698457,9.172794398783866,69.5235663971456,20.284309868859797,Wheat,4.185260281819077
2020-02-28,South,Corn,Clay,6.650863248211136,37.672891898009,18.23496078267209,202.97006292917467,13.232358358337327,164.22845734346444,11.440967393369892,Wheat,6.742025375632448
2020-02-29,North,Wheat,Clay,5.123346708260451,12.639830223740105,15.299915761178994,277.53418315863746,5.521317176349623,148.0301939756195,30.370143257987174,Rice,9.657606753397998
2020-03-01,East,Wheat,Clay,6.826894166067072,23.816168124853277,18.484319674613182,198.99127094630595,11.72694445411736,81.6219174781462,43.2698231700729,Wheat,2.7114448040938197
2020-03-02,South,Wheat,Loamy,7.516084664025669,33.34675323554548,21.18179755270706,150.06082039172122,8.564110608885507,120.12853308302978,21.98125189573513,Corn,9.954596237570716
2020-03-03,West,Rice,Clay,7.0996348757591825,38.3830872934141,15.51006286375995,293.1810304384321,10.745849201331499,177.4328809869025,12.929582739338894,None,5.487632304087382
2020-03-04,South,Rice,Sandy,6.627958034553867,28.575464710881555,28.327141864393308,102.4505075128111,12.281309865297716,189.097269415966,32.85264486576562,Wheat,3.693741064111995
2020-03-05,East,Wheat,Loamy,7.087668846268079,12.992822545144154,15.80490267105079,177.23124723805466,13.009291513135526,145.99612329034142,28.70452627854671,Rice,4.514853547520227
2020-03-06,North,Wheat,Loamy,6.426737964355795,29.876888419436682,18.955116244582857,109.79989993063018,12.707664310055389,133.28038048781804,18.036490113495148,Corn,6.152109362280202
2020-03-07,East,Wheat,Clay,7.022608911949617,13.467453791408268,21.71581325934364,101.41796094166578,11.04334250027642,157.45119302918857,23.72431786009846,Rice,9.778877870028714
2020-03-08,South,Corn,Sandy,5.179553529396552,25.865337060375083,15.45506558348654,85.89875804454604,14.556864810123816,156.91657201902083,38.09562652004642,None,5.9336581755144335
2020-03-09,East,Corn,Sandy,7.749514190430435,29.16321163118251,15.48942127869309,286.05938719405486,14.98660786402549,159.00237629807094,17.00513008818049,Wheat,9.964598169368278
2020-03-10,North,Rice,Loamy,7.700581603935717,23.124199320521797,24.909228568177923,270.64237819029506,12.244879760875712,196.44439821494774,38.44201559244645,Wheat,7.56878872545975
2020-03-11,North,Wheat,Sandy,6.372902335460488,14.863393953294354,18.557568640969176,66.40515375732885,8.231915393965306,139.8330147102053,22.20853411126896,Wheat,8.919152273544062
2020-03-12,South,Wheat,Clay,5.387949848554162,24.487703970728937,25.06634860844041,279.62713209785335,7.427058361720016,198.12380720898435,12.99783030515226,Wheat,8.219128192093818
2020-03-13,South,Corn,Sandy,5.290287996178121,20.477258890923984,20.328750035295275,182.21702439190528,9.603956022911412,134.79078882729965,42.903939588810694,Rice,5.189709902968848
2020-03-14,West,Corn,Clay,6.151892015953722,16.367903129263656,19.590858073522217,269.930611399642,9.996878573788045,68.74393510032226,31.02639954307698,Corn,7.22793504477199
2020-03-15,South,Wheat,Loamy,7.032151656078063,13.913704144160905,19.0621391074593,91.3888676272534,5.523657736227523,58.27511612447634,27.29844681049392,Corn,8.188733908368244
2020-03-16,North,Rice,Loamy,6.98478013382109,21.843686491386826,27.880676884341348,279.65593050461507,5.436080666119145,128.27375181146826,29.42695346357614,Corn,5.89994588229294
2020-03-17,West,Rice,Sandy,5.989626364675464,24.0350555599142,31.22212192510629,211.94531550678983,14.432648740081367,146.15281548183404,16.7470141541127,None,1.3753414965828645
2020-03-18,South,Rice,Clay,5.961107331457614,17.790332838018273,34.960515420093834,81.83508651760361,7.26358009828683,104.96845419604216,29.078426573783037,Wheat,1.4977285046417133
2020-03-19,South,Corn,Loamy,5.433887913793303,24.75712209743496,27.1961418937727,290.0148979605325,7.236579225249933,150.46267346916005,16.4141511043298,Rice,4.725800646666453
2020-03-20,North,Wheat,Clay,6.133598852297604,25.418473142464013,18.65285168527062,160.93203257167818,13.012062921098543,137.90342618994615,12.924747770053067,None,8.388577211475454
2020-03-21,North,Wheat,Loamy,5.360998793438652,24.983327905337678,21.652137353989836,268.1014557568327,10.366893321707686,189.84195956591776,29.346295232118873,Corn,4.943043184671026
2020-03-22,West,Wheat,Loamy,6.934588606086285,23.224537965922003,27.170372081390163,123.01317333894642,13.817926778307857,153.64825477668234,22.461721568463705,Rice,1.724363087934952
2020-03-23,North,Wheat,Sandy,5.545526475858922,10.655492793825907,32.47879497769863,50.34975024280939,13.110913210730711,138.96039067369782,19.98373600193577,Wheat,4.134028412452974
2020-03-24,South,Wheat,Clay,7.138342049626188,26.204246930784294,21.706494895600375,114.37412632866477,13.442974073002098,123.69441544267274,15.597509808506626,Wheat,6.6615426476155335
2020-03-25,South,Corn,Loamy,7.699750672411067,10.430698731920389,27.98213558204344,139.4753562510108,11.816820573018557,53.131369943844135,30.22676186984608,Wheat,2.234297564090417
2020-03-26,West,Corn,Loamy,5.594715766933061,32.202797136878424,16.99132606796348,230.73393182084757,8.366883423776368,78.68012565025154,35.53687092000105,Wheat,7.843332167111928
2020-03-27,North,Wheat,Sandy,6.96077246530303,20.735133724608083,18.181330866528867,191.34804686943278,9.308862941123904,82.45263145119375,35.54220197832208,Corn,1.399523822700102
2020-03-28,South,Wheat,Loamy,7.355726940601212,27.96516588674772,20.419660990418706,226.64875037213662,7.824652240577944,73.35479057429077,44.60810103103987,Rice,9.83448046654871
2020-03-29,South,Rice,Clay,6.842030444694567,33.9548081795541,16.29098793748138,130.68493849681605,9.96712682864506,111.47379611486299,12.821244748351997,Corn,1.3737844808024247
2020-03-30,West,Rice,Sandy,6.399833566515635,19.436837883013908,31.312866448857623,246.79021250477135,8.745983906682445,87.22933056634021,20.311602546810732,Wheat,3.205091867751073
2020-03-31,West,Wheat,Sandy,5.407563468496054,15.44375924565424,19.605823761447258,162.05289188893568,13.99515575484725,98.41580807707655,15.48237586062939,Wheat,7.290441001737338
2020-04-01,South,Rice,Loamy,7.68651487270539,17.17567823868903,30.191767811304743,104.24499344929909,7.502162653226955,97.24818439084775,43.92378575863389,Corn,9.07205594068013
2020-04-02,West,Corn,Loamy,5.728039971345022,24.49689656672483,20.627906805741013,129.8565532141228,14.584652662317968,92.71986660439731,31.184503034069756,Rice,9.903927818268501
2020-04-03,West,Rice,Loamy,7.217322960335788,37.513728315156904,23.767838750443488,249.01482502082962,14.118555716720312,148.07308093577575,18.971061268792546,None,5.755467014485246
2020-04-04,North,Corn,Loamy,5.831357327916542,10.140749731177168,32.66762090261793,216.36716856437425,9.748075826160488,83.26103899717602,43.6574261288343,None,2.9592488239509755
2020-04-05,East,Corn,Sandy,5.191554229843426,33.335078879470885,29.57770114868416,159.66473504561478,6.410332326804115,168.40890761483,11.749685583656087,Corn,7.980856868082957
2020-04-06,South,Wheat,Loamy,5.1004207660241185,15.347163977409124,16.148548071737046,271.8517853493739,5.952339835186664,167.98457539850966,14.719753826580245,Wheat,3.5529323326671927
2020-04-07,West,Wheat,Clay,6.587408184633438,20.616454007027382,23.432492759422765,115.30251766397613,10.639442728338619,122.6101554860127,45.78088316280652,Corn,1.0714535396861935
2020-04-08,South,Rice,Loamy,5.486245059964724,29.526924807312405,32.20092448259189,124.45024475574711,14.301460822347744,181.3779999785201,39.67963833344139,None,8.20227750843018
2020-04-09,North,Rice,Clay,7.123858700354694,36.06065363050445,22.75084807845325,131.00643771101093,12.282473188505428,57.1221732634027,11.89347357701191,Corn,5.748248346902578
2020-04-10,West,Wheat,Sandy,5.687200852563116,15.365136660661353,22.17992976363297,195.8001553736033,14.724344530451491,143.14544320534566,42.704113518427434,Wheat,5.383473882865589
2020-04-11,South,Corn,Loamy,6.481517879827478,16.90300022218767,29.55920284495472,66.28441331746019,11.092655416455678,117.06387931917347,34.14504443272024,Wheat,9.966626727447244
2020-04-12,West,Corn,Clay,5.480754627907753,19.239681184004382,20.933938451061596,54.521302538232376,6.69907701131379,97.46543891969915,22.579304351419907,Corn,8.908029239632064
2020-04-13,South,Corn,Clay,6.173712768543564,16.175076422733778,33.118308708930876,111.01396068502454,8.409687059420643,129.38258601010415,29.66965040617014,Corn,5.755039539110695
2020-04-14,West,Corn,Clay,7.449725807508809,26.353873689943697,21.47677224879208,188.61680053114006,7.664912108404786,97.97844234425708,41.76169795423516,Wheat,3.9068897207454425
2020-04-15,East,Rice,Clay,6.776753419713072,36.02402591282622,22.582422298856766,277.09459788758534,5.4215113628500315,159.9491122229477,30.576779735921594,Corn,1.3612407033941973
2020-04-16,South,Rice,Clay,6.349797365940754,11.556959405213888,31.45851051049434,52.24719534424206,5.450368485987235,63.49868212746566,39.868363719400236,Wheat,4.01402443148322
2020-04-17,West,Corn,Clay,6.311871000067728,19.14287480536088,20.971573869833406,194.46776292840852,5.8691454282793885,168.629560698026,12.717858810697336,Corn,6.643892978037687
2020-04-18,West,Corn,Clay,6.640268258965333,30.793734339100105,29.7876605720248,219.24945778029993,5.858977802650508,71.2607208326817,49.187219008752045,Corn,2.83623833669337
2020-04-19,South,Rice,Sandy,7.0508687415263775,34.20555952259059,18.572617704203477,88.88785345303381,12.590446862269387,140.51763529726676,20.64358522746894,Rice,2.1694815504119145
2020-04-20,East,Wheat,Sandy,6.206828177178161,15.994308387680428,22.381159562477045,113.74951081028712,5.519478271703148,117.01268595916883,41.00691527466261,Wheat,7.6616984023281685
2020-04-21,East,Rice,Clay,7.290349181053066,14.570115319748586,29.085117331277587,114.89702577802208,10.749885112294535,85.436589676296,34.279487144387275,None,8.98541545203359
2020-04-22,South,Rice,Clay,7.054090028872322,35.7307513659229,25.31006012653453,260.4877897318828,8.75355002780923,83.9229340038662,48.2273663909684,Rice,4.563693164882624
2020-04-23,West,Rice,Clay,7.8159856818440385,12.909414575872518,19.74127787184194,99.25806026851201,11.429598446287045,69.21221002919626,33.5982876706267,Corn,1.7394767592080196
2020-04-24,South,Rice,Sandy,7.773501801574135,28.519885589151865,33.72854311645729,296.0423832710984,5.86614773192486,165.21446694170015,16.298563918366668,Corn,4.794602201162311
2020-04-25,North,Wheat,Sandy,5.925365429861373,31.172409804910547,30.84877362234388,121.61955199976563,10.613793204644082,153.77976204330307,23.672991499403256,Wheat,9.802474924187592
2020-04-26,South,Rice,Sandy,6.439329684951751,24.49694964297577,33.2160882390573,174.5009835975461,6.053368007841557,138.67094736205786,18.727253577070364,Wheat,4.975333015733629
2020-04-27,East,Rice,Clay,6.649133017438948,14.654180166738666,29.080749329971173,225.91741804242403,8.343731577697218,83.21310941483745,28.27681168158152,None,3.0114503591588955
2020-04-28,West,Corn,Sandy,6.4635957104154995,11.741729121453774,33.46146127508884,216.23575314786515,12.620384978650076,118.67002245272764,40.787521007158716,Corn,6.710807580568878
2020-04-29,North,Rice,Loamy,5.624322574237802,13.92441865745674,24.248807182590067,201.46871538022444,5.814761752325265,135.5551185254634,28.59035189017689,Rice,3.200014453557371
2020-04-30,South,Wheat,Loamy,6.727349613102902,37.76053085713448,25.971223986275177,142.0325864948983,13.071252679664685,119.15247304324016,22.3574539036646,Corn,1.6695904706111873
2020-05-01,West,Corn,Clay,6.69485018898841,29.091690650993147,30.42569874870729,193.15061672251187,5.704595940590915,118.30456850962216,24.099581568460504,Rice,3.3328435459934482
2020-05-02,North,Wheat,Sandy,6.25475780789221,33.43790763418033,29.348884373331614,237.00840906856453,12.514032684494026,50.90630403072795,36.36436359891183,Corn,6.310157034171968
2020-05-03,North,Rice,Clay,7.062748547129445,19.76845147702461,16.22384129798117,238.9889905886925,8.407197788705838,157.74217890955475,46.306149888480114,Wheat,4.07466454378196
2020-05-04,West,Wheat,Loamy,5.281873316800849,28.52232067724886,21.271943671161537,222.3613083960244,14.520792041522045,54.3180092366013,37.721623240485854,Wheat,8.125423925763169
2020-05-05,East,Corn,Clay,7.85684159960751,18.123166359339763,24.417069209851597,170.39208502969075,6.145281897191105,148.70856963498278,37.029030813263276,None,8.311226806300368
2020-05-06,West,Wheat,Clay,7.565137513953005,15.526237866623433,31.274673108172113,204.30928181267714,11.319635855948736,171.35124012475666,35.55452914977645,Rice,4.048411382232413
2020-05-07,West,Rice,Clay,5.292442984656134,15.823700437083708,22.924009787924483,268.121395349861,11.48908448681322,140.56257780446663,37.22124274288739,None,3.748900589941112
2020-05-08,North,Corn,Loamy,5.648160915497614,34.1277471613147,15.444898625820802,184.6897025176465,11.283330397228188,92.65424845103269,23.797629320465706,Corn,4.871403412806035
2020-05-09,East,Corn,Loamy,6.739074956542979,15.048972113243462,34.366071088658416,68.97218924686416,11.254319708516062,133.99306636411853,36.16487577021515,Wheat,8.072710422707125
2020-05-10,South,Corn,Clay,5.765549571016434,37.87528308536258,21.57249733955411,277.62669683660613,7.037193605866906,179.04208949112805,19.681350374479113,Wheat,2.8527661211934476
2020-05-11,North,Rice,Sandy,5.373033252387238,15.3838680734994,20.149124412013094,262.7536829716047,12.70283415987893,186.7148058253196,15.514069054506088,Wheat,3.872661185508048
2020-05-12,East,Rice,Clay,7.950777218126024,27.706436258242526,24.581845363371393,164.576633698269,7.264273917621655,99.5877280492287,12.566527522340571,Wheat,3.826596290952736
2020-05-13,South,Corn,Clay,6.1890197869096575,25.76655265187229,28.64499967465276,118.1959902514808,5.660711647602684,187.83309450936588,22.82031093763947,Corn,9.518371213484123
2020-05-14,South,Rice,Sandy,7.337166707284004,17.13070082696281,17.22216255229915,151.51810213674474,10.828415889266552,79.94455963844433,25.550725472950376,None,3.940487832639876
2020-05-15,East,Rice,Loamy,5.0860500305626175,19.121633862483755,17.35865443657791,179.121296712271,6.567283689178023,53.53990991431625,44.76921963265597,None,7.281379554471309
2020-05-16,South,Rice,Sandy,7.726294765347667,27.192443255197023,20.917279444266146,253.34547493716963,7.882504123168241,129.68233708369684,48.01487694583455,Corn,8.325066087717023
2020-05-17,North,Wheat,Clay,7.994253220245257,17.017410158121695,26.167337441330808,280.46786331754186,14.112914691238633,159.36364301201712,38.878670106028665,Wheat,5.842671388312551
2020-05-18,East,Rice,Sandy,6.167656374997744,10.207123127052375,28.906344990166307,164.69109745869304,6.999306496788633,129.8749478452899,17.250701740446335,Rice,5.145989213957147
2020-05-19,South,Rice,Clay,7.656277025871202,12.171676006170026,17.79529946084579,120.42842114811471,9.90684590504775,77.98030929554453,32.015200377471714,Corn,1.8816134886267486
2020-05-20,West,Rice,Sandy,7.3238323042382705,24.374878575612637,29.06873943396893,60.10345643049401,12.93064109344869,177.01921888898778,44.33426622095864,Corn,6.606217550305128
2020-05-21,West,Corn,Clay,7.949610620389022,23.102573653350277,18.40692489468632,60.08290265847583,13.517873221922645,147.6945414554305,35.06629304453858,Corn,7.054427007531353
2020-05-22,East,Rice,Loamy,6.908584856908653,12.84683538726455,15.872080772844804,212.183976398674,6.664945008583597,56.03738047780559,21.302433953120495,Rice,2.0723407903433864
2020-05-23,West,Wheat,Loamy,6.8238692925488635,31.19771602323066,32.286362532427134,136.67496812065878,13.734079971819526,120.37215293687916,33.36208553267717,Rice,5.986632580653912
2020-05-24,East,Rice,Loamy,6.9512070826795345,24.198077515543908,20.315816342687445,114.46190422385934,10.65948473071812,189.54424279820273,26.945652045116777,Wheat,9.97433602932357
2020-05-25,East,Corn,Sandy,5.923712027044761,26.081812732068794,32.785104191044,201.73931803477313,14.852637112870635,100.05929626074209,40.114002914528626,None,8.47423011967224
2020-05-26,South,Corn,Sandy,6.234372144904529,16.074707174762274,18.622300487999542,164.79981713375594,11.518386661939823,166.04921967953914,30.435211483694943,Corn,2.519051577384273
2020-05-27,East,Rice,Loamy,5.16033392860466,16.720657880941456,29.833687515129455,263.44522365360774,12.582903412955307,129.80812722451572,39.27931264360883,Rice,9.924515112819437
2020-05-28,South,Wheat,Loamy,6.001952233486982,24.165933639014213,15.931644579166553,191.4206517259281,5.759812392745628,129.1992654093012,45.570055173974716,None,7.587643898949311
2020-05-29,North,Rice,Clay,7.526032501887727,38.429224245264066,20.831602281011676,85.09205586484481,6.402184525425088,199.76807330446502,37.33281267455572,None,1.0260820638562977
2020-05-30,East,Rice,Clay,7.510576247940473,11.704751954574327,17.164254639186723,179.98454807393745,14.035916592426913,105.39763567908307,49.709497262186304,None,7.110956261615487
2020-05-31,East,Corn,Sandy,7.929071100910497,24.310492746928187,17.872595555512163,239.85989682295093,5.362386741050516,167.7629554148972,45.95807105408313,Wheat,9.514496071457867
2020-06-01,West,Corn,Loamy,7.472004114207612,34.552894950802354,21.569908954328234,208.70184084367108,13.756437002941052,199.32733208960838,26.75495954889973,Wheat,1.0396228374665486
2020-06-02,South,Corn,Clay,7.181040610815547,15.855046270893101,22.137071806446944,194.01892045370755,14.338899262956541,52.178222101404145,29.21884351915545,Wheat,4.995596523149002
2020-06-03,North,Corn,Sandy,5.725761347958518,19.745721110098422,23.9580741196149,268.44392505253694,5.635468068866735,115.57313888297182,27.84309586575134,Rice,8.409980992045345
2020-06-04,North,Wheat,Loamy,5.029110875043063,36.995179004523195,20.715344872167528,135.36487283994427,7.6909881234669575,85.28176637583007,13.819049021921916,Wheat,3.13528989775273
2020-06-05,West,Wheat,Sandy,5.599242255163803,14.36617548334903,23.553709230679654,84.630338864652,14.650003426796305,68.92506228990446,21.156283703795484,Rice,8.367021212573693
2020-06-06,East,Rice,Clay,6.813161595292513,16.836547129676333,31.475529502739615,159.23283914740205,7.169572659412262,123.91886820377408,37.228269835967126,None,6.953417575013596
2020-06-07,South,Rice,Clay,6.266397345322332,37.38315456978205,29.891535038858613,215.27471013004242,14.73348629178553,50.51427521686234,39.57350059169158,Rice,1.4732765616457077
2020-06-08,West,Wheat,Clay,6.273141648276734,13.113389390625183,23.323096999074775,284.152318229388,14.795217916069852,53.58287733752227,49.75924554990535,Rice,7.824596122227546
